100000	784	41590	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100001	794	41591	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100002	797	41592	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100003	798	41593	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100004	799	41594	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100005	800	41595	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100006	801	41596	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100007	954	41597	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100008	955	41598	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100009	966	41599	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100010	968	41600	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100011	972	41601	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100012	973	41602	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100013	974	41603	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100014	977	41604	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100015	981	41605	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100016	989	41606	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100017	991	41607	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100018	998	41608	0	2013-07-31 00:00:00	W	3	0	2013-07-31 00:00:00
100019	514	41609	0	2013-07-31 00:00:00	W	3	0	2013-07-31 00:00:00
100020	516	41610	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100021	517	41611	0	2013-07-31 00:00:00	W	4	0	2013-07-31 00:00:00
100022	518	41612	0	2013-07-31 00:00:00	W	7	0	2013-07-31 00:00:00
100023	519	41613	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100024	521	41614	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100025	522	41615	0	2013-07-31 00:00:00	W	4	0	2013-07-31 00:00:00
100026	722	41616	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100027	737	41617	0	2013-07-31 00:00:00	W	3	0	2013-07-31 00:00:00
100028	746	41618	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100029	805	41619	0	2013-07-31 00:00:00	W	6	0	2013-07-31 00:00:00
100030	806	41620	0	2013-07-31 00:00:00	W	12	0	2013-07-31 00:00:00
100031	807	41621	0	2013-07-31 00:00:00	W	4	0	2013-07-31 00:00:00
100032	808	41622	0	2013-07-31 00:00:00	W	3	0	2013-07-31 00:00:00
100033	810	41623	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100034	811	41624	0	2013-07-31 00:00:00	W	4	0	2013-07-31 00:00:00
