13	747	1	10	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.1000	92.25	92.25	2011-06-19 00:00:00
13	747	2	20	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	3.5000	87.5	87.5	2011-06-19 00:00:00
13	747	3	30	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	1.0000	14.5	14.5	2011-06-19 00:00:00
13	747	4	40	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	2.0000	31.5	31.5	2011-06-19 00:00:00
13	747	6	50	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	3.0000	36.75	36.75	2011-06-19 00:00:00
13	747	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
14	748	1	10	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.1000	92.25	92.25	2011-06-19 00:00:00
14	748	2	20	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	3.5000	87.5	87.5	2011-06-19 00:00:00
14	748	3	30	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	1.0000	14.5	14.5	2011-06-19 00:00:00
14	748	5	45	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	2.0000	36	36	2011-06-19 00:00:00
14	748	6	50	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	3.0000	36.75	36.75	2011-06-19 00:00:00
14	748	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
15	749	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
16	753	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
17	754	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
18	755	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
19	756	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
20	758	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
21	760	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
22	761	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
23	762	7	60	2011-06-03 00:00:00	2011-06-14 00:00:00	2011-06-03 00:00:00	2011-06-19 00:00:00	4.0000	49	49	2011-06-19 00:00:00
