1	722	8	8	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
2	725	15	15	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
3	726	9	9	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
4	729	16	16	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
5	730	14	14	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
6	732	16	16	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
7	733	4	4	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
8	738	19	19	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
9	741	2	2	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
10	742	3	3	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
11	743	1	1	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
12	745	1	1	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
13	747	4	4	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
14	748	2	2	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
15	749	4	4	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
16	753	14	14	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
17	754	27	27	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
18	755	11	11	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
19	756	14	14	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
20	758	46	46	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
21	760	43	43	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
22	761	19	19	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
23	762	44	44	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
24	763	20	20	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
25	764	14	14	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
26	765	30	30	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
27	766	11	11	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
28	767	1	1	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
29	768	13	13	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
30	770	29	29	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
31	771	10	10	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
32	772	5	5	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
33	773	17	17	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
34	774	7	7	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
35	775	22	22	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
36	776	16	16	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
37	777	23	23	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
38	778	20	20	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
39	516	120	120	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
40	517	224	224	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
41	518	98	97	1	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00	7	2011-06-19 00:00:00
42	519	18	18	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
43	717	4	4	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
44	721	14	14	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
45	722	30	30	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
46	723	11	11	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
47	724	1	1	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
48	725	44	44	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
49	726	20	20	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
50	727	14	14	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
51	729	43	43	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
52	730	19	19	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
53	731	14	14	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
54	733	46	46	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
55	734	27	27	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
56	735	11	11	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
57	736	13	13	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
58	738	29	29	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
59	739	5	5	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
60	740	17	17	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
61	741	7	7	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
62	743	16	16	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
63	744	23	23	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
64	745	20	20	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
65	747	22	22	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
66	748	10	10	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
67	806	322	322	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
68	807	138	138	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
69	810	120	117	3	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00	11	2011-06-19 00:00:00
70	811	224	224	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
71	812	98	98	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
72	813	18	18	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
73	817	120	120	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
74	818	224	224	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
75	819	98	98	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
76	820	18	18	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
77	825	120	120	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
78	826	224	224	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
79	827	98	98	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
80	828	18	18	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
81	894	460	460	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
82	945	460	460	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
83	950	322	322	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
84	951	138	138	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
85	994	224	220	4	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00	14	2011-06-19 00:00:00
86	995	98	98	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
87	996	138	138	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
88	3	4600	4600	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
89	324	1148	1148	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
90	327	574	574	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
91	328	240	236	4	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00	15	2011-06-13 00:00:00
92	329	680	680	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
93	398	460	460	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
94	399	574	574	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
95	400	448	448	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
96	401	472	472	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
97	529	460	460	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
98	532	2296	2296	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
99	533	574	574	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
100	534	574	574	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
101	802	305	305	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
102	803	118	118	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
103	804	151	151	0	2011-06-03 00:00:00	2011-06-19 00:00:00	2011-06-14 00:00:00		2011-06-19 00:00:00
104	316	1148	1148	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
105	331	1148	1148	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
106	350	574	574	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
107	531	574	574	0	2011-06-03 00:00:00	2011-06-13 00:00:00	2011-06-14 00:00:00		2011-06-13 00:00:00
108	749	1	1	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
109	750	1	1	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
110	771	1	1	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
111	778	1	1	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
112	516	2	2	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
113	519	2	2	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
114	717	1	1	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
115	718	1	1	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
116	745	1	1	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
117	748	1	1	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
118	807	4	4	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
119	810	2	2	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
120	813	2	2	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
121	817	2	2	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
122	820	2	2	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
123	825	2	2	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
124	828	2	2	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
125	894	4	4	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
126	945	4	4	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
127	951	4	4	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
128	996	4	4	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
129	3	40	40	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
130	324	8	8	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
131	327	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
132	328	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
